Comment,Compound,Positive,Neutral,Negative
Danish http://gaest.com did it. Basically doing airbnb for meetings and events. They were very succesful and got acquired by - guess who - Airbnb last year. Everything is now shut down. Typical DK approach - (not me) - sell before it gets really big. Very sad story I think,-0.5657,0.0,0.922,0.078
From 2012 https://gigaom.com/2012/10/20/housetrip-meet-the-man-who-is-beating-airbnb-in-europe/ The Samwers also tried (from 2011),0.0,0.0,1.0,0.0
"did miss it, but not actively looking for a ""killer"" --- nor do i think there is a KILLER. a co-exister at best IMO.. i'm curious if anyone has tried",-0.2599,0.216,0.518,0.266
@ZeusLiving has carved out a niche for business rentals. They also post listings on Airbnb and have investment from them so not sure they are challenging Airbnb,-0.1631,0.057,0.862,0.08
"Given #CoronaVirus I think @Airbnb is on the way out fast... One solution/pivot is purpose built buildings that rent like airbnb, at airbnb prices... but are commercial not residential. Built to be sanitized, no central HVAC, small than a ""Suite Hotel"" &amp; a better price.",0.4215,0.118,0.823,0.059
"I bought 3 flights this week, 2 expensive fete tickets, booked an AirBnB...like Brazen gonna have to pass me if it sells out ",0.0,0.0,1.0,0.0
Very difficult to pull off. Airbnb owns direct traffic habit and has become a powerhouse from an SEO perspective to compete against with a similar offering. Has to be a significantly different value add that can get to similar traffic/SEO DR by creating unique product loops.,0.204,0.097,0.844,0.059
"1/have any startups tried to challenge @Airbnb in a major way? 2/What strategy did they deploy &amp; how is it going? 3/Is Airbnb just too strong to compete against? [ background: got pitched on an ""airbnb killer"" ]",-0.3049,0.124,0.772,0.104
"2008: - RIP Good Times memo came out. - I joined @gcvp which invested in @Airbnb and @stripe. - Lux co-founded Kurion, returned ~60x investment. - Obama became President. What happens in 2020, post RIP 2.0?",0.4404,0.088,0.912,0.0
"Feeling so emotional because I just purchased flights and the Airbnb for my family to come to my graduation This is the first family trip we will ALL take outside of Cali, including my nephew Shit’s getting real!!!!!Now NYC will finally feel like home ",0.7237,0.15,0.85,0.0
me: i should work instead of going away for spring break airbnb: but...but what about the weiner mobile ? ,0.0,0.0,1.0,0.0
Hey everyone the lovely host got my Airbnb let me move our stay to May! Just wanted to let you guys know it worked out okay!,0.7418,0.208,0.792,0.0
"My new airbnb is nice and it's super close to the hospital I'm working at, but I REALLY don't feel like socializing with the hosts....kinda wish I booked a place on my own ",0.431,0.208,0.685,0.107
Airbnb just called me and said they aren't giving refunds because @sxsw wasn't cancelled due to a gov't issued warning. But it was.The city asked @sxsw to cancel the festival. @Airbnb pls issue refunds! @vrbo is doing the right thing &amp; so should you(PLEASE RETWEET FAMOUS FRIENDS),0.4007,0.14,0.753,0.108
"SCYTL : REVOLUT, DST (ALIBABA, AIRBNB, FACEBOOK, GROUPON, SPOTIFY and TWITTER; MAIL. RU), PLANET LABS (Peter THIEL); SCYTL, DIEBOLD, FACEBOOK and YANDEX (employees) h/t @blmohr @MsMcSmartyPants @stonesister7 @Tentoads4truth",0.0,0.0,1.0,0.0
"Hear me out — renting a dope mansion in Tahoe with an indoor pool, outdoor hot tub, movie theater, 10 bed rooms, in the mountains costs $800 a night on Airbnb. So what 15 friends want to throw down for a weekend for $100 each!?",0.6067,0.113,0.887,0.0
I’m so upset the Airbnb I wanted to book is not available ,-0.4391,0.0,0.776,0.224
Llámenme experto en buscar ofertones en Airbnb,0.0,0.0,1.0,0.0
Just loving the #airbnb #airbnbdog life. #poodle,0.5994,0.394,0.606,0.0
"Airplane tickets: booked Car rental: booked Airbnb: booked May, please hurry up ",0.3182,0.173,0.827,0.0
Join Airbnb and get up to £34 off your first trip ,0.296,0.18,0.82,0.0
Visiting Japan? Professor Jay Tee is now providing some Japan Experiences on Airbnb. Most include hypnosis; one has you searching for Ghosts in Kobe! http://www.zapmymind.com/p/visiting-kobe-try-exciting-experience.html,0.0,0.0,1.0,0.0
Cadastre-se no airbnb por esse link e ganhe 180 reais de graça para utilizar em sua próxima reserva! cupom http://bit.ly/2TAd54Q,-0.3595,0.0,0.878,0.122
